date,raw_description,amount,channel,category
2025-09-30,UPI-OLA CABS-661047@apl,280.03,UPI,Transport
2025-10-10,UPI-COURSERA-83361@apl,3753.05,UPI,Shopping
2026-06-23,POS 718727 AIRTEL PAYMEN PVT LTD NOIDA,337.2,POS,Utilities & Bills
2026-05-12,POS 412122 HDFCCREDITCARDAUTOPAY PVT LTD BLR,13768.13,POS,Transfers & Payments
2025-12-14,POS 499424 AMAZON DEL,447.21,POS,Subscriptions
2025-12-26,UPI-DECATHLON LTD-533623@paytm,1240.62,UPI,Shopping
2026-05-29,UPI-BOOKMYSHOW PVT LTD-559624@oksbi,408.85,UPI,Entertainment
2026-03-04,UPI-RELIANCEDIGITAL PVT LTD-219353@apl,19787.04,UPI,Shopping
2025-12-23,UPI-INTERVI LTD-695799@upi,1024.27,UPI,Shopping
2025-08-28,POS 342183 IMPS TRANSFER INDIA GZB,781.32,POS,Transfers & Payments
2025-08-05,IMPS-809812-SNITCH,1844.36,IMPS,Shopping
2025-09-10,UPI-UBER INDIA-794853@ybl,263.44,UPI,Transport
2026-04-22,UPI-SNITCH PVT LTD-315295@ibl,1761.97,UPI,Shopping
2025-12-24,POS 9513 SONY LIV GZB,980.12,POS,Subscriptions
2025-08-01,POS 56708 RAPIDOBIKE DEL,119.15,POS,Transport
2025-11-22,UPI-CULTFIT LTD-453686@upi,1370.73,UPI,Health & Fitness
2026-01-12,UPI-APPLE M LTD-498938@ybl,102.54,UPI,Subscriptions
2025-09-17,POS 141800 BLUSMART LTD DEL,152.32,POS,Transport
2026-06-02,POS 144885 BURGER  NOIDA,445.95,POS,Dining
2026-05-02,IMPS-860907-FD MATURITY ,28228.71,IMPS,Income
2025-07-04,UPI-RAPIDO BIKE LTD-747722@ibl,51.6,UPI,Transport
2025-07-20,UPI-IMPS TRANSFER PVT LTD-119661@ibl,7340.28,UPI,Transfers & Payments
2026-03-27,POS 488521 PVR CINEMAS PVT LTD GZB,305.51,POS,Entertainment
2026-02-06,NEFT-ASPECT RATIO SALARY-N718303,66062.4,NEFT,Income
2025-12-23,UPI-DR LAL INDIA-477089@ibl,2534.43,UPI,Health & Fitness
2025-11-28,UPI-INDRAPRASTHAGAS-729813@ibl,1017.8,UPI,Utilities & Bills
2026-05-19,UPI-PLAYSTAT-55127@upi,3932.88,UPI,Entertainment
2025-08-12,UPI-APOLLOPHARMACY-893805@apl,208.08,UPI,Health & Fitness
2025-11-09,UPI-KFC-634152@ybl,614.17,UPI,Dining
2025-09-28,UPI-XBOXSTORE LTD-509473@ybl,2736.48,UPI,Entertainment
2025-09-05,NEFT-NOBROKER RENT PAY LTD-N879302,14919.29,NEFT,Rent
2026-02-11,UPI-PAYTM UPI LTD-222099@ibl,10831.8,UPI,Transfers & Payments
2025-08-29,POS 419114 DELHIMETRORAIL INDIA NOIDA,31.81,POS,Transport
2026-06-15,UPI-PLAYSTATION STORE INDIA-276382@ybl,1484.79,UPI,Entertainment
2026-02-15,NEFT-SNITCH PVT LTD-N557011,1432.64,NEFT,Shopping
2026-02-07,UPI-WOW MOMO PVT LTD-352238@okaxis,117.83,UPI,Dining
2026-02-22,UPI-FAASOS LTD-770983@upi,234.38,UPI,Dining
2025-10-01,POS 706483 RELIANCEFRESH DEL,1099.22,POS,Groceries
2026-06-16,UPI-SWIGGY PVT LTD-265132@ybl,120.9,UPI,Dining
2026-06-02,NEFT-NETFLIX LTD-N997659,360.67,NEFT,Subscriptions
2026-05-06,UPI-SWG*SWIGGY-843216@ybl,746.2,UPI,Dining
2026-06-04,UPI-INOX LEISURE INDIA-968516@okaxis,832.72,UPI,Entertainment
2025-12-13,POS 291756 XBOXSTORE DEL,1012.87,POS,Entertainment
2025-11-13,UPI-UBERINDIA-516607@ybl,236.44,UPI,Transport
2026-04-03,UPI-NATURES BASKET LTD-644790@upi,319.19,UPI,Groceries
2025-08-07,UPI-MEESHO PVT LTD-815992@oksbi,150.37,UPI,Shopping
2026-06-06,NEFT-AMAZONPAYINDIA LTD-N735061,722.18,NEFT,Shopping
2026-03-09,UPI-UBER IN-567366@ybl,80.0,UPI,Transport
2026-04-01,UPI-CRED PAYMENT PVT LTD-350636@upi,3205.29,UPI,Transfers & Payments
2026-03-31,UPI-FAASOS PVT LTD-85365@apl,189.72,UPI,Dining
2025-07-21,UPI-MAX HOSPITAL LTD-314388@upi,1945.73,UPI,Health & Fitness
2025-08-13,UPI-BURGER KING INDIA-772043@ybl,157.83,UPI,Dining
2026-01-16,UPI-SPENCERSRETAIL-675661@okaxis,524.59,UPI,Groceries
2025-07-09,IMPS-355123-CREDPAYMENT,18807.55,IMPS,Transfers & Payments
2026-05-31,UPI-SWIGGY INDIA-986755@upi,710.65,UPI,Dining
2025-08-06,UPI-WATERBILL LTD-513643@upi,200.22,UPI,Utilities & Bills
2025-11-06,NEFT-FD MATURITY PROCEEDS-N181616,46023.45,NEFT,Income
2026-05-02,IMPS-858525-ASPECT RATIO SALARY,76730.31,IMPS,Income
2025-10-21,POS 447915 EATCLUB LTD MUM,380.5,POS,Dining
2026-06-16,UPI-PAYTM UPI LTD-338211@apl,18619.57,UPI,Transfers & Payments
2025-12-19,UPI-SWIGGYINSTAMART PVT LTD-149097@apl,330.97,UPI,Groceries
2025-11-02,UPI-PLAYSTATION STORE-140849@paytm,2690.17,UPI,Entertainment
2025-07-09,POS 7658 SONY LIV DEL,321.53,POS,Subscriptions
2025-11-23,UPI-FAASOS LTD-217174@ybl,255.09,UPI,Dining
2025-09-28,UPI-ACT FIBERNET-626236@ybl,1111.5,UPI,Utilities & Bills
2025-12-02,UPI-NETFLIX-585801@ybl,215.57,UPI,Subscriptions
2026-04-03,UPI-BAJAJ FINSERV LTD-290854@paytm,2225.16,UPI,Transfers & Payments
2025-09-20,UPI-NETMEDS-57652@upi,289.27,UPI,Health & Fitness
2026-02-18,UPI-DMART-970787@ibl,577.34,UPI,Groceries
2025-08-06,UPI-NETMEDS INDIA-622497@ibl,261.57,UPI,Health & Fitness
2025-08-26,UPI-RELIANCEFRESH-249636@upi,421.31,UPI,Groceries
2026-04-26,UPI-BIGBASK LTD-227665@ibl,834.74,UPI,Groceries
2025-10-08,UPI-RAPIDO BIKE PVT LTD-213033@okaxis,42.59,UPI,Transport
2025-08-26,UPI-BOOKMYSHOW INDIA-439539@ybl,951.55,UPI,Entertainment
2026-05-23,UPI-DMART LTD-607204@ibl,2327.58,UPI,Groceries
2025-10-19,UPI-WOW MOMO INDIA-293731@paytm,233.23,UPI,Dining
2026-02-08,UPI-PVR CINEMAS-993217@ybl,1051.45,UPI,Entertainment
2025-07-04,NEFT-IMPS INWARD P2P-N36253,2221.58,NEFT,Income
2025-11-01,UPI-OLACABS-727830@upi,149.44,UPI,Transport
2026-05-28,UPI-RELIANCE FRESH-504088@upi,320.8,UPI,Groceries
2025-07-13,POS 810327 PLAYSTATION STORE INDIA BLR,3174.78,POS,Entertainment
2026-06-26,UPI-BLUSMART-404575@upi,199.87,UPI,Transport
2026-06-23,POS 604171 BARBEQUE NATION BLR,2165.01,POS,Dining
2025-07-29,POS 117356 HALDIRA NOIDA,153.46,POS,Dining
2026-05-28,UPI-HOTSTAR-588997@upi,1017.1,UPI,Subscriptions
2025-08-28,UPI-HALDIRAM-914447@upi,117.61,UPI,Dining
2025-11-14,UPI-PVR CINEM PVT LTD-58105@paytm,425.09,UPI,Entertainment
2026-03-30,UPI-AJIO-944142@okaxis,1033.28,UPI,Shopping
2026-02-20,UPI-OLACABS INDIA-942564@ybl,114.93,UPI,Transport
2025-08-27,UPI-BAJAJ FINSERV EMI INDIA-158808@apl,2250.32,UPI,Transfers & Payments
2026-06-15,UPI-HDFC HOM INDIA-364541@oksbi,18940.23,UPI,Transfers & Payments
2025-07-12,UPI-HOTSTAR LTD-876505@ibl,797.72,UPI,Subscriptions
2025-12-15,POS 883804 UDEMY ONLINE COU GZB,915.46,POS,Shopping
2025-12-04,POS 238798 RAPIDOBIKE PVT LTD NOIDA,62.13,POS,Transport
2025-11-23,UPI-SWIGGY I-970022@ybl,682.01,UPI,Groceries
2026-06-20,POS 170087 ZEPTO LTD BLR,110.94,POS,Groceries
2025-11-11,UPI-IMPSTRANSFER LTD-590810@upi,535.5,UPI,Transfers & Payments
2026-02-15,UPI-BLUSMA-317208@paytm,531.24,UPI,Transport
2026-02-20,POS 5502 INDIAN OIL PETROL LTD GZB,2879.49,POS,Transport
2025-11-26,UPI-DELHI METRO RAIL-700282@ybl,103.11,UPI,Transport
2025-08-27,UPI-STEAM PURCHASE-147195@upi,1119.6,UPI,Entertainment
2025-10-21,UPI-REDBUS PVT LTD-58706@ibl,975.79,UPI,Transport
2025-11-20,POS 565566 BSESRAJDHANIPOWER NOIDA,2104.45,POS,Utilities & Bills
2026-03-09,UPI-NEFTTRANSFER-537405@paytm,41438.52,UPI,Transfers & Payments
2026-02-04,POS 13782 RAPIDOBIKE PVT LTD MUM,59.04,POS,Transport
2025-08-14,POS 778548 INDIANOILPETROL INDIA NOIDA,2114.78,POS,Transport
2026-01-29,POS 627981 MORESUPERMARKET DEL,226.82,POS,Groceries
2025-08-03,IMPS-793843-HP PETROL PUMP,853.01,IMPS,Transport
2026-01-29,NEFT-FAASOS INDIA-N745747,226.43,NEFT,Dining
2026-01-03,NEFT-NEFT INWARD REMITTANCE-N863767,13971.04,NEFT,Income
2026-04-06,IMPS-162505-NOBROK,11379.98,IMPS,Rent
2026-06-06,UPI-CRED PAYMENT INDIA-189085@oksbi,24757.08,UPI,Transfers & Payments
2025-11-19,UPI-NETFLI-782782@okaxis,350.94,UPI,Subscriptions
2026-03-01,UPI-TATA POWER DDL-392330@ibl,2380.29,UPI,Utilities & Bills
2025-07-30,UPI-KFC INDIA-921982@upi,209.18,UPI,Dining
2026-05-22,UPI-KFC PVT LTD-52081@okaxis,242.53,UPI,Dining
2026-05-18,UPI-NFLX*NETFLIX-628847@apl,211.57,UPI,Subscriptions
2026-06-16,POS 719739 BLUSMART PVT LTD MUM,154.13,POS,Transport
2026-03-23,UPI-VODAFONEIDEA INDIA-433007@okaxis,869.86,UPI,Utilities & Bills
2025-10-22,UPI-MCDONALDS-644226@upi,461.06,UPI,Dining
2026-06-25,POS 438619 DELHI JAL BOARD NOIDA,703.47,POS,Utilities & Bills
2026-03-03,NEFT-DOMINOSPIZZA PVT LTD-N146766,617.15,NEFT,Dining
2025-12-02,ACH-FD MATURITY PROCEEDS-781623,69717.79,ACH,Income
2025-12-05,POS 83423 ZEPTO LTD NOIDA,481.78,POS,Groceries
2026-03-05,UPI-PHARMEASY-206888@paytm,151.45,UPI,Health & Fitness
2025-08-30,UPI-YOUTUBE PREMIUM-70465@okaxis,155.74,UPI,Subscriptions
2025-10-14,NEFT-BOOKMYSHOW LTD-N194757,784.62,NEFT,Entertainment
2025-11-20,POS 370311 DOMINOS PIZZA PVT LTD BLR,652.19,POS,Dining
2025-08-04,UPI-MAXHOSPITAL-801319@paytm,3156.87,UPI,Health & Fitness
2026-04-02,UPI-INOXLEISURE-970127@ybl,1062.55,UPI,Entertainment
2026-06-05,UPI-NOBROKERRENTPAY-190633@apl,12517.98,UPI,Rent
2026-01-25,UPI-IRCTC PVT LTD-130620@oksbi,326.77,UPI,Transport
2025-11-25,UPI-PIZZA HUT-87243@okaxis,446.25,UPI,Dining
2025-12-07,UPI-INDIAN OIL PETROL INDIA-237845@ibl,914.7,UPI,Transport
2025-08-05,UPI-PAYTM UPI INDIA-985698@upi,2786.76,UPI,Transfers & Payments
2025-08-23,UPI-FAASOS-691537@upi,122.38,UPI,Dining
2025-08-22,POS 68853 BARBEQUE NATION LTD MUM,2892.27,POS,Dining
2026-01-23,POS 761427 FASTAGRECHARGE INDIA NOIDA,262.06,POS,Transport
2026-05-26,UPI-PLAYSTATION STORE PVT LTD-499940@upi,1773.33,UPI,Entertainment
2025-09-14,UPI-INDIAN OIL PETROL-129125@okaxis,1098.64,UPI,Transport
2025-07-28,UPI-ZEPTO INDIA-712047@paytm,855.94,UPI,Groceries
2026-05-15,UPI-BLUSMART-694193@apl,271.66,UPI,Transport
2026-06-04,UPI-SCALER ACA PVT LTD-569787@okaxis,21381.51,UPI,Shopping
2025-07-17,IMPS-403265-JIO RECHARGE,321.21,IMPS,Utilities & Bills
2025-07-01,IMPS-928675-NOBROKERRENTPAY PVT LTD,19970.39,IMPS,Rent
2026-01-16,UPI-NYKAA-708814@oksbi,1258.55,UPI,Shopping
2026-04-14,UPI-PLAYSTATION STORE-59444@oksbi,742.81,UPI,Entertainment
2025-12-28,UPI-ACT FIBERNET PVT LTD-337050@paytm,700.63,UPI,Utilities & Bills
2026-04-25,UPI-HALDIRAM PVT LTD-400060@paytm,173.32,UPI,Dining
2026-06-04,UPI-PAYTMUPI LTD-680564@okaxis,7086.77,UPI,Transfers & Payments
2025-08-03,IMPS-342958-ASPECTRATIOSALARY,50055.88,IMPS,Income
2026-02-01,UPI-SONYLIV INDIA-617551@paytm,979.21,UPI,Subscriptions
2025-08-20,UPI-REDBUS-725423@upi,459.36,UPI,Transport
2025-12-01,UPI-UDEMYONLINECOURSE INDIA-212559@oksbi,1449.85,UPI,Shopping
2026-04-01,POS 50840 BAJAJFINSERVEMI PVT LTD MUM,7954.82,POS,Transfers & Payments
2025-08-17,UPI-IRCTC-100335@ibl,549.61,UPI,Transport
2026-02-04,UPI-PIZZAHUT-684185@apl,354.67,UPI,Dining
2025-12-08,POS 264470 CULTFIT INDIA GZB,1164.01,POS,Health & Fitness
2025-07-10,UPI-YOUTUBE PREMIUM-905616@ybl,148.96,UPI,Subscriptions
2026-05-23,UPI-NATURES BA INDIA-981036@ibl,1197.55,UPI,Groceries
2025-09-14,UPI-MCDONALDS PVT LTD-886126@oksbi,225.74,UPI,Dining
2026-01-03,ACH-RENT TRANSFER LANDLORD LTD-269903,19435.39,ACH,Rent
2025-10-07,UPI-BIGBASKET PVT LTD-487706@oksbi,1058.15,UPI,Groceries
2025-11-17,UPI-FKRT*FLIPKART PVT LTD-829028@apl,570.35,UPI,Shopping
2026-03-06,IMPS-902339-JIO RECHARGE,832.16,IMPS,Utilities & Bills
2026-01-25,POS 417174 DELHI METRO RAIL BLR,27.24,POS,Transport
2026-03-25,NEFT-DELHI JAL BOARD-N996805,560.48,NEFT,Utilities & Bills
2025-10-30,POS 346281 TATA PLAY DTH PVT LTD GZB,571.76,POS,Utilities & Bills
2025-10-20,NEFT-MAXHOSPITAL LTD-N225509,9437.14,NEFT,Health & Fitness
2025-07-29,POS 332863 MEESHO GZB,338.57,POS,Shopping
2025-09-13,POS 862264 HOTSTAR PVT LTD MUM,299.53,POS,Subscriptions
2026-06-05,UPI-IMPS TRANSFER-725233@apl,13805.82,UPI,Transfers & Payments
2026-06-24,UPI-MORESUPERMARKET-561894@apl,272.64,UPI,Groceries
2026-01-18,NEFT-AMAZON PAY INDIA PVT LTD-N316504,239.1,NEFT,Shopping
2025-09-21,UPI-MAX HOSPITAL PVT LTD-923188@apl,6084.97,UPI,Health & Fitness
2025-08-11,UPI-UBER INDIA INDIA-494975@upi,151.63,UPI,Transport
2025-08-07,IMPS-531930-CREDRENTPAYMENT PVT LTD,10088.09,IMPS,Rent
2025-07-15,UPI-UDEMY ONLINE COURSE LTD-661766@oksbi,2026.85,UPI,Shopping
2025-12-04,UPI-BARBEQUENATION-117211@ybl,937.06,UPI,Dining
2026-05-01,POS 474421 XBOX STORE PVT LTD NOIDA,3170.54,POS,Entertainment
2025-12-15,POS 89498 DOMINOS PIZZA LTD NOIDA,324.32,POS,Dining
2026-04-19,NEFT-REDBUS-N968953,836.74,NEFT,Transport
2026-02-22,NEFT-SPOTIFYINDIA LTD-N53201,131.87,NEFT,Subscriptions
2026-01-05,UPI-MEESHO-124050@paytm,692.18,UPI,Shopping
2026-03-11,POS 200800 SCALERACADEMY LTD MUM,7073.05,POS,Shopping
2025-10-14,UPI-NYKAA PVT LTD-763008@upi,378.89,UPI,Shopping
2025-11-12,UPI-ZEPTO INDIA-952402@ybl,209.31,UPI,Groceries
2026-02-26,UPI-SONYLIV PVT LTD-727687@oksbi,629.24,UPI,Subscriptions
2026-05-02,UPI-XBOXSTORE-585056@paytm,509.51,UPI,Entertainment
2026-05-07,NEFT-CRED PAYMENT-N745033,17016.04,NEFT,Transfers & Payments
2026-01-12,UPI-KFC INDIA-704869@okaxis,208.74,UPI,Dining
2025-09-03,ACH-ASPECTRATIOSALARY INDIA-976518,54601.63,ACH,Income
2026-03-29,UPI-MYNTRA-329486@paytm,3846.98,UPI,Shopping
2026-02-06,POS 643705 MEESHO PVT LTD MUM,430.62,POS,Shopping
2026-03-09,UPI-DECATHLON LTD-583667@apl,4332.46,UPI,Shopping
2025-09-15,UPI-SONYLIV LTD-38604@oksbi,346.4,UPI,Subscriptions
2026-03-11,UPI-STEAMPURCHASE PVT LTD-744470@ibl,935.63,UPI,Entertainment
2025-08-17,UPI-NYKAA PVT LTD-190430@apl,362.31,UPI,Shopping
2026-06-05,UPI-MEESHO-5326@ibl,767.46,UPI,Shopping
2026-03-13,UPI-BLINKIT PVT LTD-28223@okaxis,517.77,UPI,Groceries
2025-08-24,UPI-SONY LIV LTD-31277@paytm,447.27,UPI,Subscriptions
2025-11-15,UPI-STEAM PURCHASE-346429@paytm,1462.52,UPI,Entertainment
2026-04-18,NEFT-GPAYUPI-N841494,8344.12,NEFT,Transfers & Payments
2026-04-07,POS 98046 UBER INDIA INDIA NOIDA,107.35,POS,Transport
2025-10-15,UPI-MORESUPERMARKET INDIA-299776@upi,936.25,UPI,Groceries
2026-02-07,UPI-NETFLIX PVT LTD-948634@upi,362.9,UPI,Subscriptions
2026-03-20,POS 929422 OLACABS INDIA NOIDA,175.34,POS,Transport
2026-02-02,UPI-ACT FIBERNET-196408@oksbi,1018.21,UPI,Utilities & Bills
2026-02-23,UPI-WOW MOMO LTD-976875@oksbi,169.51,UPI,Dining
2026-02-09,UPI-NFLX*NETFLIX INDIA-315985@ybl,634.88,UPI,Subscriptions
2026-03-25,POS 81250 HOTSTA DEL,615.31,POS,Subscriptions
2026-06-04,UPI-INTERVIEWBIT PVT LTD-373724@okaxis,2371.56,UPI,Shopping
2026-06-04,UPI-APOLLO P INDIA-48457@paytm,342.57,UPI,Health & Fitness
2026-02-18,UPI-INOX LEISURE INDIA-655112@apl,363.24,UPI,Entertainment
2025-08-10,UPI-HDFC CREDIT CARD AUTOPAY-272914@apl,12976.55,UPI,Transfers & Payments
2025-08-29,UPI-AMZN*AMAZONPAYINDIA INDIA-483515@upi,987.68,UPI,Shopping
2026-03-07,UPI-APPLEMUSIC-379251@upi,144.4,UPI,Subscriptions
2025-08-14,POS 201070 STEAMPURCHASE DEL,2097.67,POS,Entertainment
2025-10-16,POS 457957 PVR CIN LTD GZB,332.8,POS,Entertainment
2026-02-02,UPI-INDIANOILPETROL LTD-947251@ybl,1864.49,UPI,Transport
2026-02-16,UPI-BOOKS KHARIDO STORE LTD-310153@ibl,1125.59,UPI,Shopping
2026-05-19,UPI-BLUSMART INDIA-436878@apl,260.57,UPI,Transport
2025-07-19,IMPS-620749-DELHI JAL BOA,515.04,IMPS,Utilities & Bills
2025-08-01,UPI-CRED PAYM-332192@ibl,618.99,UPI,Transfers & Payments
2025-08-04,IMPS-471103-IMPS INWARD P2P PVT LTD,5122.0,IMPS,Income
2026-02-26,POS 533294 KFC LTD BLR,372.67,POS,Dining
2026-06-02,POS 438110 YOUTUBE PR INDIA MUM,167.01,POS,Subscriptions
2025-11-22,UPI-TATA 1MG-700459@oksbi,172.5,UPI,Health & Fitness
2026-01-29,UPI-SPENCERS RETAIL INDIA-319402@ybl,257.02,UPI,Groceries
2025-11-11,UPI-ZOMATO LTD-184201@apl,696.17,UPI,Dining
2025-08-28,UPI-MYNTRA-590280@ybl,1251.58,UPI,Shopping
2026-04-12,POS 895863 GPAYUPI LTD GZB,7366.8,POS,Transfers & Payments
2026-02-10,NEFT-ZOMATO-N112035,596.56,NEFT,Dining
2025-07-22,POS 914172 AIRTEL P BLR,854.41,POS,Utilities & Bills
2026-03-17,POS 679526 KFC LTD MUM,255.98,POS,Dining
2026-01-29,UPI-MCDONALDS-258232@apl,444.62,UPI,Dining
2025-11-14,UPI-HPPETROLPUMP INDIA-379162@upi,1605.55,UPI,Transport
2025-10-25,UPI-PIZZAHUT INDIA-434491@oksbi,783.91,UPI,Dining
2026-01-02,POS 153656 NEFT TRANSFER INDIA DEL,26234.35,POS,Transfers & Payments
2025-12-09,UPI-MYNTRA INDIA-65454@oksbi,2474.94,UPI,Shopping
2026-04-21,UPI-APPLEMUSIC-311089@oksbi,115.16,UPI,Subscriptions
2025-12-08,POS 868176 YOUTUBE PREMIUM MUM,177.62,POS,Subscriptions
2026-02-14,POS 655688 VODAFONE IDEA GZB,510.38,POS,Utilities & Bills
2025-10-10,UPI-XBOX STORE-39766@ibl,891.6,UPI,Entertainment
2026-03-24,POS 225116 XBOX STORE PVT LTD DEL,1416.33,POS,Entertainment
2025-09-20,POS 622285 BLUSMART MUM,176.21,POS,Transport
2025-08-26,IMPS-273374-CULT FIT PVT LTD,1482.79,IMPS,Health & Fitness
2025-09-02,POS 476159 UBER IND MUM,485.8,POS,Transport
2025-10-28,POS 700318 PRACTO PVT LTD GZB,526.08,POS,Health & Fitness
2025-08-23,POS 202908 PLAYSTATIONSTORE MUM,1222.39,POS,Entertainment
2025-08-11,POS 932669 BARBEQUENATION INDIA BLR,1299.0,POS,Dining
2026-01-23,POS 817656 COURSERA NOIDA,4281.23,POS,Shopping
2026-06-18,IMPS-768260-ACT FIBERNET INDIA,1457.81,IMPS,Utilities & Bills
2026-03-06,UPI-TATA 1MG LTD-739747@ibl,1156.07,UPI,Health & Fitness
2025-07-17,UPI-MCDONALDS-388272@paytm,312.87,UPI,Dining
2025-11-26,UPI-AJIO LTD-124461@okaxis,688.23,UPI,Shopping
2025-09-12,UPI-DELHIMETRORAIL-443244@paytm,134.09,UPI,Transport
2026-03-08,UPI-DELHIMETRORAIL-366584@paytm,118.49,UPI,Transport
2025-12-20,UPI-SNITCH INDIA-875994@upi,1890.06,UPI,Shopping
2026-02-21,UPI-DOMINOS PIZZA INDIA-157219@apl,541.38,UPI,Dining
2026-01-26,POS 356465 EATCLUB INDIA GZB,150.73,POS,Dining
2026-05-27,POS 742561 SONYLIV LTD DEL,528.02,POS,Subscriptions
2025-09-02,UPI-DR LAL PATHLABS-202774@ibl,1163.32,UPI,Health & Fitness
2026-03-01,UPI-PLAYST-691229@ibl,613.08,UPI,Entertainment
2026-06-27,UPI-PIZZA HUT-466808@paytm,690.67,UPI,Dining
2026-03-09,UPI-ACT FIBERNET-357470@oksbi,726.07,UPI,Utilities & Bills
2025-11-09,UPI-WOWMOMO-569096@ybl,120.36,UPI,Dining
2026-01-25,UPI-BLINKIT-645324@okaxis,129.63,UPI,Groceries
2025-12-11,UPI-INOXLEISURE PVT LTD-271463@oksbi,1097.91,UPI,Entertainment
2025-10-07,NEFT-ASPECT RATIO SALARY LTD-N517926,60347.82,NEFT,Income
2025-12-10,UPI-AJIO-508690@paytm,914.76,UPI,Shopping
2026-04-27,UPI-SWIGGY INSTAMART LTD-801040@ibl,595.74,UPI,Groceries
2025-08-12,UPI-EATCLUB-214340@apl,477.9,UPI,Dining
2026-04-02,POS 474685 RAPIDO BIKE DEL,40.0,POS,Transport
2025-09-24,POS 287578 SNITCH INDIA GZB,625.89,POS,Shopping
2025-10-17,POS 295976 HOTSTAR DEL,330.27,POS,Subscriptions
2026-01-19,UPI-AIRTEL PAYMENTS LTD-761294@ibl,997.0,UPI,Utilities & Bills
2026-06-03,UPI-RENT TRANSFER LANDLORD INDIA-287275@ybl,18772.22,UPI,Rent
2026-05-03,UPI-IRCTC LTD-678844@paytm,1115.37,UPI,Transport
2026-01-28,POS 800502 ZOMATO INDIA NOIDA,345.88,POS,Dining
2026-06-09,UPI-PHARME PVT LTD-853262@oksbi,1074.35,UPI,Health & Fitness
2026-06-22,POS 486168 RAPIDO BIKE MUM,180.25,POS,Transport
2025-11-21,POS 201814 RELIANCE DIGITAL PVT LTD DEL,26986.26,POS,Shopping
2025-10-28,POS 39583 AMAZON PRIME PVT LTD MUM,590.47,POS,Subscriptions
2025-10-09,UPI-PLAYSTATION STORE INDIA-117335@apl,769.23,UPI,Entertainment
2026-06-03,UPI-DECATHLON-593592@ybl,519.22,UPI,Shopping
2026-04-18,UPI-SWIGGY-765305@apl,178.7,UPI,Dining
2026-06-05,UPI-RENT TRANSFER LANDLORD-984449@oksbi,18216.76,UPI,Rent
2025-12-13,POS 128630 HDFC HOME LO PVT LTD GZB,19354.06,POS,Transfers & Payments
2025-10-23,POS 559272 UBERINDIA INDIA NOIDA,122.0,POS,Transport
2026-04-19,UPI-BLUSMART LTD-724044@oksbi,562.8,UPI,Transport
2025-12-03,NEFT-NEFTINWARDREMITTANCE-N30226,5376.99,NEFT,Income
2025-11-04,POS 358356 CULTFIT LTD DEL,2187.71,POS,Health & Fitness
2026-05-04,NEFT-BSES RAJDHANI POWER-N656725,1197.63,NEFT,Utilities & Bills
2026-01-10,NEFT-ZOMATO-N821664,132.69,NEFT,Dining
2025-12-05,NEFT-IMPS INWARD P2P-N107773,4861.39,NEFT,Income
2026-01-22,POS 245435 TATAPOWERDDL INDIA GZB,2670.41,POS,Utilities & Bills
2026-02-05,UPI-SONY LIV-107197@okaxis,595.59,UPI,Subscriptions
2025-12-16,UPI-NETFLIX-108677@paytm,358.41,UPI,Subscriptions
2026-04-20,POS 269735 PIZZAHUT MUM,406.35,POS,Dining
2025-09-09,UPI-STEAM PURCHASE-134882@okaxis,1222.5,UPI,Entertainment
2026-04-04,UPI-COURSERA LTD-493331@okaxis,3092.02,UPI,Shopping
2026-06-02,UPI-SWIGGY INSTAMART-249918@ibl,854.62,UPI,Groceries
2025-10-09,UPI-JIO RECHARGE LTD-824408@paytm,248.16,UPI,Utilities & Bills
2026-02-25,POS 894395 APPLE MUSIC PVT LTD GZB,131.05,POS,Subscriptions
2025-09-22,UPI-DELHIMETRORAIL-521021@ybl,130.02,UPI,Transport
2026-05-16,UPI-APPLEMUSIC INDIA-771269@apl,189.74,UPI,Subscriptions
2025-10-03,UPI-REDBUS-381441@paytm,407.61,UPI,Transport
2026-02-11,UPI-SWG*SWIGGY-958044@apl,221.04,UPI,Dining
2025-09-28,UPI-SBIPERSONALLOANEMI PVT LTD-754754@ybl,6154.76,UPI,Transfers & Payments
2025-09-29,UPI-VODAFONE IDEA-23013@apl,539.1,UPI,Utilities & Bills
2025-10-16,UPI-OLACABS LTD-388596@apl,138.23,UPI,Transport
2026-05-16,IMPS-125249-JIOMART,335.46,IMPS,Groceries
2026-03-04,NEFT-NEFT INWARD REMITTANCE PVT LTD-N629672,4505.59,NEFT,Income
2026-04-27,POS 309472 NFLX*NETFLIX BLR,247.32,POS,Subscriptions
2025-09-03,UPI-PIZZA HUT-929864@oksbi,326.27,UPI,Dining
2026-05-11,POS 407968 CAFECOFFEEDAY GZB,142.02,POS,Dining
2026-01-08,UPI-VODAFONE  INDIA-497771@okaxis,436.11,UPI,Utilities & Bills
2025-07-19,UPI-AMAZONPRIME LTD-475040@apl,364.92,UPI,Subscriptions
2026-04-19,POS 267893 MORESUPERMARKET PVT LTD GZB,209.34,POS,Groceries
2025-12-28,UPI-INOXLEISURE-488853@ibl,647.22,UPI,Entertainment
2026-01-05,UPI-SCALER ACADEMY PVT LTD-287281@oksbi,5015.27,UPI,Shopping
2025-12-31,UPI-MEESHO PVT LTD-884533@ibl,426.1,UPI,Shopping
2025-10-25,UPI-AMAZONPRIME-378735@paytm,656.77,UPI,Subscriptions
2026-06-15,UPI-BLUSMART LTD-740919@ibl,598.2,UPI,Transport
