date,raw_description,amount,channel,category
2025-10-22,POS 741074 STAR BAZAAR LTD NOIDA,365.88,POS,Groceries
2026-03-16,UPI-BHARAT PETROLEUM INDIA-918253@paytm,1013.51,UPI,Transport
2026-01-12,UPI-SUBWAY INDIA-604538@upi,381.59,UPI,Dining
2026-02-04,POS 442304 SUBWAY GZB,351.92,POS,Dining
2025-11-08,UPI-MERU C PVT LTD-68225@ybl,398.73,UPI,Transport
2026-02-09,UPI-SUBWAY PVT LTD-612390@apl,438.37,UPI,Dining
2026-04-09,POS 9105 BIKANERVALA LTD GZB,281.12,POS,Dining
2026-04-09,UPI-MERUCABS LTD-746458@upi,336.12,UPI,Transport
2025-08-18,UPI-ZEE5-882861@apl,306.83,UPI,Subscriptions
2025-09-04,POS 3860 ADANIELECTRICITY PVT LTD DEL,3014.86,POS,Utilities & Bills
2026-02-19,POS 537258 BHIM U DEL,18639.65,POS,Transfers & Payments
2025-12-11,POS 432485 PANTALOONS LTD BLR,918.81,POS,Shopping
2026-03-23,UPI-WELLNESS FOREVER LTD-536157@paytm,1004.87,UPI,Health & Fitness
2025-12-20,POS 512173 BHIM UPI NOIDA,903.31,POS,Transfers & Payments
2026-04-18,NEFT-VISHALMEGAMART LTD-N342999,224.62,NEFT,Groceries
2026-02-04,UPI-BANK TRANSFER PVT LTD-360333@ibl,3990.36,UPI,Transfers & Payments
2025-08-17,UPI-GEEKSFORGEEKS COURSE LTD-337056@oksbi,3838.47,UPI,Shopping
2025-10-18,UPI-PANTALOONS INDIA-178740@oksbi,631.1,UPI,Shopping
2026-03-31,UPI-MERUCABS LTD-302282@paytm,180.19,UPI,Transport
2026-01-22,UPI-MERUCABS INDIA-327280@ibl,245.1,UPI,Transport
2025-12-02,UPI-ZEE5 PVT LTD-449679@upi,368.59,UPI,Subscriptions
2026-03-08,UPI-CINEPOLIS-692560@ybl,308.94,UPI,Entertainment
2026-03-19,NEFT-SUBWAY INDIA-N294072,469.89,NEFT,Dining
2025-10-07,NEFT-RTGSINWARDCREDIT-N219101,9334.06,NEFT,Income
2026-06-26,UPI-ZEE5 PVT LTD-727987@oksbi,567.78,UPI,Subscriptions
2026-03-07,ACH-RTGSINWARDCREDIT INDIA-928555,15891.04,ACH,Income
2025-10-31,UPI-STAR BAZAAR-877439@upi,1745.59,UPI,Groceries
2025-08-14,UPI-FORTISHOSPITAL PVT LTD-815256@oksbi,6997.47,UPI,Health & Fitness
2026-05-14,POS 880623 THEOBROMA INDIA NOIDA,421.01,POS,Dining
2026-03-13,POS 936295 FORTIS HOSPITAL LTD GZB,1016.17,POS,Health & Fitness
2026-03-07,POS 36097 BHIM UP GZB,1363.0,POS,Transfers & Payments
2025-08-27,POS 946927 MTNL DEL DEL,233.22,POS,Utilities & Bills
2026-05-06,NEFT-RTGSINWARDCREDIT-N193074,15254.03,NEFT,Income
2025-09-08,UPI-ZEE5-222422@paytm,607.92,UPI,Subscriptions
2026-02-09,UPI-PANTALOONS-884473@ibl,3553.92,UPI,Shopping
2026-05-25,UPI-GEEKSFORGEEKS COURSE-576780@ibl,5881.15,UPI,Shopping
2025-12-30,UPI-BHARAT PETROL-104760@okaxis,2408.81,UPI,Transport
2026-01-30,POS 57791 THEOBROMA NOIDA,612.13,POS,Dining
2026-05-06,NEFT-RTGS INWARD CREDIT PVT LTD-N102118,5019.38,NEFT,Income
2026-03-06,ACH-BROKER RENT  INDIA-546494,24676.75,ACH,Rent
2025-07-11,UPI-ADANIELECTRICITY INDIA-985947@apl,883.37,UPI,Utilities & Bills
2025-09-10,POS 286822 AMAZONPRIMEVIDEO BLR,300.86,POS,Subscriptions
2025-08-18,UPI-PANTALOONS LTD-227494@okaxis,707.46,UPI,Shopping
2025-07-28,UPI-ADANIELECTRICITY-438865@apl,2163.2,UPI,Utilities & Bills
2026-05-20,UPI-BANK TRANSFER LTD-792850@upi,18090.9,UPI,Transfers & Payments
2026-02-03,UPI-SUBWAY-151447@upi,425.63,UPI,Dining
2025-08-28,UPI-PANTALOONS LTD-352557@okaxis,1953.84,UPI,Shopping
2025-10-25,IMPS-362180-MERU CABS,452.02,IMPS,Transport
2026-06-16,UPI-BANK TRANSFER-864089@apl,21118.2,UPI,Transfers & Payments
2025-08-02,ACH-BROKER RENT TRANSFER-34434,15403.91,ACH,Rent
2025-07-16,UPI-MERU CABS PVT LTD-110053@upi,261.95,UPI,Transport
2025-11-02,UPI-VISHAL MEGA MART LTD-229305@paytm,254.4,UPI,Groceries
2025-11-27,UPI-FORTIS HOSPITAL INDIA-130935@apl,2995.97,UPI,Health & Fitness
2025-08-07,NEFT-RTGS INWARD C-N896020,43674.69,NEFT,Income
2026-05-25,POS 37766 WELLNESS FOREVER DEL,369.54,POS,Health & Fitness
2025-09-07,UPI-PANTALOONS PVT LTD-937778@paytm,3371.89,UPI,Shopping
2026-03-09,POS 248405 FORTIS HOSPITAL INDIA DEL,980.56,POS,Health & Fitness
2025-11-18,POS 653546 STAR BAZAAR NOIDA,1130.85,POS,Groceries
2026-01-19,UPI-BHIMUPI INDIA-97370@okaxis,2550.3,UPI,Transfers & Payments
2026-06-19,UPI-SUBWAY-458048@ybl,479.49,UPI,Dining
2026-03-03,IMPS-485955-RTGS INWARD CREDIT INDIA,5419.31,IMPS,Income
2025-09-01,NEFT-RTGS INWARD CREDIT-N205440,37839.96,NEFT,Income
2026-03-02,UPI-AMAZONPRIMEVIDEO INDIA-668873@paytm,299.0,UPI,Subscriptions
2026-02-03,UPI-VISHAL MEGA MART PVT LTD-321952@okaxis,243.55,UPI,Groceries
2025-07-01,NEFT-PANTALOONS-N231072,1850.39,NEFT,Shopping
2026-02-01,POS 445212 GEEKSFORGEEKS COURSE PVT LTD MUM,4473.57,POS,Shopping
2026-04-03,POS 683756 MERU CA GZB,280.21,POS,Transport
2025-07-04,POS 149079 STARBAZAAR BLR,543.02,POS,Groceries
2025-07-06,IMPS-385878-BROKER RENT TRANSFER INDIA,12770.02,IMPS,Rent
2025-11-24,UPI-BHIMUPI INDIA-930903@okaxis,1014.44,UPI,Transfers & Payments
2026-01-31,POS 956271 ADANIELECTRICITY GZB,543.61,POS,Utilities & Bills
2026-02-21,UPI-BIKANERVALA PVT LTD-80718@ybl,164.73,UPI,Dining
2026-01-08,POS 600780 MERU CABS MUM,536.51,POS,Transport
2025-11-24,UPI-BHARAT PETROLEUM LTD-692532@oksbi,944.97,UPI,Transport
2026-02-10,UPI-THEOBR-160615@apl,716.6,UPI,Dining
2025-08-01,IMPS-332481-PANTALOONS PVT LTD,1539.33,IMPS,Shopping
2025-08-06,UPI-BROKER RENT TRA LTD-627856@ibl,24042.88,UPI,Rent
2026-05-24,POS 803999 AMAZONPRIMEVIDEO BLR,371.48,POS,Subscriptions
2026-02-05,UPI-STAR BAZAAR LTD-579499@upi,1378.41,UPI,Groceries
2025-09-01,UPI-MTNL DELHI LTD-585358@apl,562.8,UPI,Utilities & Bills
2026-01-10,NEFT-ICICIHOMELOANEMI LTD-N262593,17212.74,NEFT,Transfers & Payments
2026-06-29,UPI-GEEKSFORGEEKS COURSE LTD-504235@ibl,5752.33,UPI,Shopping
2026-04-23,UPI-VISHAL MEGA MART-396208@ibl,284.97,UPI,Groceries
2026-06-02,NEFT-RTGS INWARD CREDIT PVT LTD-N186083,20891.27,NEFT,Income
2026-04-04,NEFT-BROKER RENT TRANS LTD-N429160,18782.53,NEFT,Rent
2025-07-29,UPI-GEEKSFORGEEKS INDIA-777997@oksbi,4252.51,UPI,Shopping
2026-06-09,IMPS-506571-ADANI ELECTRICITY,519.81,IMPS,Utilities & Bills
2026-05-30,UPI-BANK TRANSFER PVT LTD-952456@oksbi,13317.59,UPI,Transfers & Payments
2026-01-02,UPI-FORTISHOSPITAL INDIA-295261@paytm,4747.17,UPI,Health & Fitness
2025-08-30,UPI-SUBWAY LTD-254349@ybl,231.28,UPI,Dining
2026-01-16,UPI-ADANIELECTRICITY-563609@okaxis,2629.01,UPI,Utilities & Bills
2026-01-18,POS 609510 THEOBROMA LTD MUM,300.41,POS,Dining
2025-10-02,IMPS-890693-VISHALMEGAMART INDIA,254.04,IMPS,Groceries
2026-01-20,POS 339482 ADANI ELECTRICITY DEL,500.44,POS,Utilities & Bills
2025-10-25,POS 813414 THEOBRO DEL,300.66,POS,Dining
2026-06-17,UPI-ZEE5-169869@apl,639.33,UPI,Subscriptions
2025-12-15,POS 647282 VISHALMEGAMART PVT LTD DEL,325.3,POS,Groceries
2026-05-07,UPI-CINEPOL LTD-877970@okaxis,1023.99,UPI,Entertainment
2026-05-13,POS 751586 BHARAT PETROLEUM DEL,1093.71,POS,Transport
2025-09-15,UPI-EVENTTICKET INDIA-323411@apl,2146.93,UPI,Entertainment
2025-12-13,POS 996940 CINEPOLIS LTD DEL,300.09,POS,Entertainment
2026-01-03,UPI-SHOPPERS STOP INDIA-884290@oksbi,4169.17,UPI,Shopping
2026-06-20,UPI-BANK TRANS LTD-898985@ibl,24456.18,UPI,Transfers & Payments
2025-12-02,IMPS-681613-RTGS INWARD CREDIT INDIA,20895.63,IMPS,Income
2025-08-06,UPI-SUBWAY-523147@okaxis,504.4,UPI,Dining
2026-05-13,UPI-SUBWAY PVT LTD-384724@ibl,513.02,UPI,Dining
2026-06-04,POS 909727 MERUCABS LTD MUM,186.08,POS,Transport
2025-10-17,UPI-BHARATPETROLEUM-319460@upi,2864.77,UPI,Transport
2025-08-12,UPI-BHIMUPI-603504@okaxis,8662.49,UPI,Transfers & Payments
2026-05-02,ACH-RTGSINWARDCREDIT-251052,18693.41,ACH,Income
2025-07-22,UPI-BHARAT PETR INDIA-627772@okaxis,1754.5,UPI,Transport
2025-10-15,POS 848070 SUBWAY BLR,307.7,POS,Dining
2026-03-15,POS 476400 SHOPPERS STOP BLR,5809.4,POS,Shopping
2025-09-13,POS 139764 CINEPOLIS PVT LTD GZB,455.45,POS,Entertainment
2026-04-24,UPI-BANK TRANSFER INDIA-142512@ibl,17273.18,UPI,Transfers & Payments
2025-10-04,POS 379135 ICICI HOME LOAN EMI BLR,15111.65,POS,Transfers & Payments
2025-07-27,UPI-BHARAT PETROLEUM LTD-781190@paytm,1314.98,UPI,Transport
2026-06-25,UPI-SUBWAY PVT LTD-781448@ibl,328.71,UPI,Dining
2025-11-17,UPI-MERUCABS-624101@apl,182.16,UPI,Transport
2025-12-05,UPI-BHIM U INDIA-673626@apl,17762.67,UPI,Transfers & Payments
2026-02-20,UPI-EVENTTICKET INDIA-39727@okaxis,818.58,UPI,Entertainment
2025-07-25,POS 8108 BIKANERVALA INDIA GZB,381.46,POS,Dining
2026-01-01,POS 146257 BHARATPETROLEUM BLR,2602.09,POS,Transport
2026-01-09,UPI-SUBWAY PVT LTD-31507@okaxis,352.56,UPI,Dining
2026-06-04,UPI-BROKER RENT T-935607@ibl,10905.34,UPI,Rent
2026-05-05,UPI-FORTISHOSPITAL PVT LTD-237717@oksbi,719.39,UPI,Health & Fitness
2025-12-14,POS 728613 MTNL DELHI GZB,575.0,POS,Utilities & Bills
2025-07-14,UPI-ICICIHOMELOANEMI INDIA-951553@apl,16479.57,UPI,Transfers & Payments
2026-06-11,UPI-SUBWAY LTD-85577@paytm,202.21,UPI,Dining
2026-05-28,UPI-AMAZON PRIME VID LTD-246947@oksbi,542.02,UPI,Subscriptions
2025-10-21,UPI-BANK TRANSFER LTD-8797@ibl,41242.56,UPI,Transfers & Payments
2026-01-06,IMPS-515608-MTNL DELHI LTD,399.62,IMPS,Utilities & Bills
2026-01-14,UPI-FORTISHOSPITAL LTD-774646@ybl,3019.38,UPI,Health & Fitness
2026-01-30,POS 412761 STARBAZAAR NOIDA,1282.99,POS,Groceries
2026-04-10,IMPS-751286-THEOBROMA,416.84,IMPS,Dining
2026-06-24,NEFT-ADANI ELECTRICITY-N122466,875.69,NEFT,Utilities & Bills
2025-12-03,NEFT-BROKERRENTTRANSFER-N722710,21140.33,NEFT,Rent
2026-04-13,UPI-BHIM UPI INDIA-477152@ibl,18694.04,UPI,Transfers & Payments
2025-08-24,UPI-EVENT TICKET-545858@apl,1802.4,UPI,Entertainment
2025-11-16,IMPS-690770-MERU C,344.0,IMPS,Transport
2025-07-02,UPI-VISHAL MEGA MART INDIA-964338@okaxis,423.92,UPI,Groceries
2026-04-01,UPI-SUBWAY PVT LTD-899285@apl,239.36,UPI,Dining
2026-03-12,UPI-BHARAT PETR-651871@okaxis,1455.69,UPI,Transport
2025-11-22,UPI-THEOBROMA LTD-245309@apl,583.3,UPI,Dining
2026-01-04,ACH-BROKER RENT TRANSFER-888378,11918.59,ACH,Rent
2026-01-14,UPI-ZEE5-542826@ybl,413.19,UPI,Subscriptions
2025-10-14,POS 87051 CINEPOLIS PVT LTD BLR,304.77,POS,Entertainment
2025-08-25,UPI-BHIM UPI-172814@oksbi,5210.35,UPI,Transfers & Payments
2026-04-22,UPI-PANTALOONS INDIA-180108@upi,704.97,UPI,Shopping
2026-01-11,UPI-FORTISHOSPITAL INDIA-585649@ybl,7875.65,UPI,Health & Fitness
2026-03-25,POS 694662 BHARAT PETROLEUM PVT LTD BLR,536.07,POS,Transport
2026-06-14,POS 470161 ZEE5 MUM,438.86,POS,Subscriptions
2026-03-02,UPI-SUBWAY INDIA-110423@upi,294.91,UPI,Dining
2026-04-19,UPI-BHARAT PETROLEUM-404560@paytm,1142.08,UPI,Transport
2025-12-16,UPI-VISHALMEGAMART-40406@ibl,330.02,UPI,Groceries
2026-06-05,UPI-MERUCABS-388060@ybl,295.24,UPI,Transport
2025-07-04,UPI-PANTALOONS INDIA-886938@apl,625.81,UPI,Shopping
2025-11-06,POS 320067 GEEKSFORGEEKS COURSE MUM,1529.51,POS,Shopping
2025-12-26,POS 102054 BHIM UPI MUM,2991.28,POS,Transfers & Payments
2025-08-25,NEFT-SUBWAY PVT LTD-N81314,249.2,NEFT,Dining
2026-03-23,UPI-SHOPPERSSTOP-93935@ybl,1171.06,UPI,Shopping
2025-07-03,UPI-AMAZON PRIME VI PVT LTD-506332@upi,311.52,UPI,Subscriptions
2026-04-25,UPI-BHIMUPI PVT LTD-611711@apl,9590.12,UPI,Transfers & Payments
2025-10-17,UPI-MERUCABS-915417@oksbi,166.81,UPI,Transport
2026-03-22,POS 253962 MERUCABS PVT LTD GZB,297.91,POS,Transport
2025-09-10,UPI-THEOBROMA LTD-205867@upi,1005.5,UPI,Dining
2025-07-09,UPI-FORTIS HOSPITAL INDIA-289854@okaxis,1600.69,UPI,Health & Fitness
2025-07-02,UPI-STARBAZAAR-707817@ibl,942.3,UPI,Groceries
2025-10-17,UPI-GEEKSFORGEEKSCOURSE LTD-517927@upi,4396.01,UPI,Shopping
2026-02-19,POS 821162 STARBAZAAR LTD NOIDA,383.77,POS,Groceries
2025-10-15,UPI-PANTALOONS INDIA-934867@paytm,974.65,UPI,Shopping
2025-10-16,UPI-SUBWAY LTD-173286@oksbi,429.6,UPI,Dining
2025-10-14,UPI-ZEE5 PVT LTD-904049@ybl,945.98,UPI,Subscriptions
2026-01-06,POS 849668 MTNLDELHI PVT LTD GZB,441.53,POS,Utilities & Bills
2026-01-11,UPI-VISHAL MEGA MART-640697@ibl,703.2,UPI,Groceries
2025-07-06,UPI-PANTALOONS-271915@upi,2262.28,UPI,Shopping
2025-08-05,UPI-SUBWAY-736265@ybl,275.42,UPI,Dining
2026-05-25,UPI-GEEKSFORGEEKS COURSE LTD-733048@okaxis,5270.81,UPI,Shopping
2025-07-01,IMPS-691893-RTGS INWARD CR,6509.51,IMPS,Income
2026-02-22,UPI-VISHAL MEGA MART-197740@ibl,742.98,UPI,Groceries
2026-04-14,UPI-BHARAT PETROLEUM LTD-342876@paytm,1527.1,UPI,Transport
2026-05-02,UPI-VISHALMEGAMART INDIA-481688@okaxis,406.08,UPI,Groceries
2026-03-20,UPI-MERU CABS-704884@okaxis,694.78,UPI,Transport
2026-01-25,UPI-STAR BAZA-221385@paytm,1218.87,UPI,Groceries
2025-11-03,UPI-BIKANERVALA-517961@okaxis,489.81,UPI,Dining
2025-12-02,UPI-ZEE5-225900@apl,738.93,UPI,Subscriptions
2026-02-18,POS 552946 VISHALMEGAMART BLR,697.2,POS,Groceries
2026-06-02,ACH-RTGSINWARDCREDIT PVT LTD-910738,8689.89,ACH,Income
2026-06-18,NEFT-BIKANERVALA PVT LTD-N182277,661.61,NEFT,Dining
2025-11-24,UPI-BHARAT PETROLEUM INDIA-992490@apl,501.13,UPI,Transport
2025-11-08,IMPS-818383-FORTIS HOSP INDIA,1478.22,IMPS,Health & Fitness
2025-07-06,ACH-RTGS INWARD CREDIT-840722,7048.09,ACH,Income
2025-09-10,POS 382040 BIKANERVALA PVT LTD DEL,167.6,POS,Dining
2025-09-02,ACH-BROKERRENTTRANSFER PVT LTD-956485,11345.39,ACH,Rent
2026-01-26,NEFT-STAR BAZAAR LTD-N433495,1240.56,NEFT,Groceries
2025-12-11,UPI-CINEPOLIS INDIA-112571@okaxis,633.85,UPI,Entertainment
2026-01-18,POS 578187 STAR BAZA INDIA GZB,1414.82,POS,Groceries
2026-05-24,POS 106296 FORTISHOSPITAL BLR,803.07,POS,Health & Fitness
2025-09-28,UPI-MTNL DELHI INDIA-200411@okaxis,288.38,UPI,Utilities & Bills
2026-01-15,UPI-STAR BAZAAR-740979@ybl,312.74,UPI,Groceries
2025-08-05,IMPS-738362-BROKER R LTD,16010.32,IMPS,Rent
2026-02-18,UPI-BHARAT PETROLEUM-766020@oksbi,977.51,UPI,Transport
2025-10-02,UPI-WELLNESS FOREVER PVT LTD-451366@okaxis,100.53,UPI,Health & Fitness
2026-05-10,UPI-AMAZON PRIME VIDEO-455652@ibl,741.19,UPI,Subscriptions
2026-03-04,UPI-THEOBROMA INDIA-520510@ibl,1184.23,UPI,Dining
2025-08-25,POS 930998 MTNL DELHI GZB,259.03,POS,Utilities & Bills
2026-01-16,UPI-BANKTRANSFER LTD-692471@paytm,18559.24,UPI,Transfers & Payments
2025-08-16,UPI-AMAZONPRIMEVIDEO-519457@apl,1298.87,UPI,Subscriptions
2026-02-17,NEFT-ADANIELECTRICITY LTD-N213546,596.24,NEFT,Utilities & Bills
2026-04-30,UPI-SHOPPERS STOP INDIA-456588@ibl,1773.86,UPI,Shopping
2025-11-02,ACH-RTGSINWARDCREDIT INDIA-170414,42574.68,ACH,Income
2025-12-29,POS 320497 THEOBROMA GZB,357.63,POS,Dining
2026-01-03,NEFT-GEEKSFORGEEKS COURSE PVT LTD-N786437,1201.91,NEFT,Shopping
2025-08-03,UPI-SUBWAY LTD-714372@paytm,598.63,UPI,Dining
2026-01-29,UPI-WELLNESSFOREVER-607303@apl,220.28,UPI,Health & Fitness
2025-12-17,UPI-BHARAT PETROLEUM PVT LTD-214710@okaxis,2532.3,UPI,Transport
2025-12-18,UPI-VISHALMEGAMART-178023@okaxis,850.17,UPI,Groceries
2026-02-03,UPI-BANKTRANSFER-794346@ibl,40283.59,UPI,Transfers & Payments
2025-07-25,POS 614153 BIKANERVALA DEL,205.26,POS,Dining
2025-11-27,POS 586478 WELLNESSFOREVER MUM,100.22,POS,Health & Fitness
2026-03-03,POS 631622 BIKANERVALA LTD NOIDA,604.33,POS,Dining
2025-10-02,UPI-WELLNESSFOREVER INDIA-318936@oksbi,120.24,UPI,Health & Fitness
2025-09-30,POS 629833 CINEPOLIS LTD NOIDA,300.14,POS,Entertainment
2025-08-12,UPI-VISHAL MEG LTD-386259@upi,273.2,UPI,Groceries
2025-12-20,UPI-ADANI ELECTRICITY LTD-475170@apl,2813.69,UPI,Utilities & Bills
2025-07-10,POS 679970 BANK TRANSFER GZB,1510.86,POS,Transfers & Payments
2025-11-10,UPI-SUBWAY-42025@ibl,458.7,UPI,Dining
2026-02-25,UPI-BIKANERVALA-637899@oksbi,399.91,UPI,Dining
2026-06-17,POS 79434 MERUCABS NOIDA,214.17,POS,Transport
2025-09-08,UPI-STAR BAZAAR PVT LTD-939801@ybl,397.3,UPI,Groceries
2025-07-27,UPI-MTNLDELHI LTD-491431@apl,360.34,UPI,Utilities & Bills
2026-01-05,UPI-BHARATPETROLEUM-517259@ybl,503.15,UPI,Transport
2025-07-13,UPI-BIKANERVALA LTD-354018@oksbi,332.09,UPI,Dining
2025-11-06,UPI-WELLNESS FOREVER-201114@ybl,105.38,UPI,Health & Fitness
2026-03-15,UPI-BIKANERVALA PVT LTD-566585@apl,492.91,UPI,Dining
2026-02-07,UPI-MERUCABS PVT LTD-318333@ybl,150.17,UPI,Transport
2026-05-06,NEFT-RTGS INWARD CREDIT-N124206,7740.16,NEFT,Income
2025-10-09,UPI-BHARAT PETROLEUM INDIA-454092@oksbi,519.34,UPI,Transport
2026-06-27,POS 784169 BHARATPETROLEUM MUM,763.77,POS,Transport
2025-12-14,UPI-STAR BAZAAR PVT LTD-537361@upi,475.16,UPI,Groceries
2026-04-17,POS 626044 VISHALMEGAMART PVT LTD NOIDA,364.1,POS,Groceries
2026-05-25,UPI-PANTALOONS LTD-126079@upi,1854.48,UPI,Shopping
2025-07-04,UPI-THEOBROMA PVT LTD-93625@ybl,334.67,UPI,Dining
2025-07-21,UPI-CINEPOLIS PVT LTD-483574@ibl,333.41,UPI,Entertainment
2025-07-01,IMPS-522612-RTGSINWARDCREDIT LTD,23110.53,IMPS,Income
2025-08-28,UPI-BANKTRANSFER-709587@okaxis,1770.16,UPI,Transfers & Payments
2026-01-28,UPI-BANK TRANSFER LTD-488020@ybl,27137.57,UPI,Transfers & Payments
2025-11-11,NEFT-VISHAL MEGA MART PVT LTD-N213545,395.22,NEFT,Groceries
2026-03-04,NEFT-GEEKSFORGEEKS COURSE INDIA-N503021,3172.16,NEFT,Shopping
2026-03-21,UPI-MERU C-936662@apl,154.36,UPI,Transport
2026-05-11,UPI-STAR BAZAAR-996308@ybl,1420.29,UPI,Groceries
2026-05-04,ACH-BROKER RENT TRANSFER INDIA-127485,17272.83,ACH,Rent
2025-11-22,POS 369925 BHARAT PETROLEUM DEL,737.46,POS,Transport
2026-01-29,IMPS-572183-PANTALOONS LTD,872.61,IMPS,Shopping
2025-07-15,UPI-BANK TRANSFER-924452@ybl,35630.26,UPI,Transfers & Payments
2026-06-29,UPI-BHIM UP-790917@paytm,6466.3,UPI,Transfers & Payments
2026-01-05,POS 924097 MERU CABS BLR,163.73,POS,Transport
2025-07-24,UPI-BHARAT PETROLEUM-352260@apl,2458.13,UPI,Transport
2026-06-26,UPI-SHOPPERS STOP LTD-300476@upi,3712.85,UPI,Shopping
2025-08-06,IMPS-144989-GEEKSFORGEEKSCOURSE,2098.64,IMPS,Shopping
2025-10-28,UPI-THEOBROMA PVT LTD-670444@ibl,923.6,UPI,Dining
2025-09-10,POS 999704 CINEPOLIS LTD DEL,472.75,POS,Entertainment
2025-11-02,POS 158388 BIKANERVALA BLR,177.67,POS,Dining
2026-06-23,UPI-ADANIELECTRICITY LTD-657906@apl,3943.4,UPI,Utilities & Bills
2025-11-02,NEFT-ADANI ELECTRI-N165976,1174.54,NEFT,Utilities & Bills
2026-03-31,IMPS-411518-BHIM UPI LTD,101.18,IMPS,Transfers & Payments
2026-04-30,UPI-ADANI ELECTRICITY INDIA-346017@paytm,824.71,UPI,Utilities & Bills
2025-11-16,UPI-EVENTTICKET INDIA-163764@apl,501.08,UPI,Entertainment
2026-04-12,POS 645250 ADANI ELECTRICITY DEL,1708.49,POS,Utilities & Bills
2026-04-29,UPI-CINEPO LTD-11587@apl,300.02,UPI,Entertainment
2025-11-26,UPI-STAR BAZAAR-740724@ibl,322.95,UPI,Groceries
2026-02-10,IMPS-937192-BANK TRANSFER LTD,2863.59,IMPS,Transfers & Payments
2025-11-21,IMPS-56362-AMAZON PRIME VIDEO PVT LTD,1203.13,IMPS,Subscriptions
2026-04-29,UPI-STARBAZAAR-930915@upi,1882.22,UPI,Groceries
2026-05-29,UPI-THEOBROMA-835861@apl,450.82,UPI,Dining
2026-01-26,IMPS-872227-AMAZON PRIME VIDEO PVT LTD,303.07,IMPS,Subscriptions
2025-08-28,IMPS-244944-EVENT TICKET INDIA,535.23,IMPS,Entertainment
2025-12-11,UPI-SHOPPERS ST PVT LTD-81171@paytm,1106.8,UPI,Shopping
2025-12-19,UPI-SHOPPERS STOP-754635@okaxis,886.04,UPI,Shopping
2025-12-27,UPI-BANKTRANSFER INDIA-246648@okaxis,12912.71,UPI,Transfers & Payments
2025-11-20,UPI-BIKANERVALA INDIA-863465@ibl,191.5,UPI,Dining
2026-05-14,UPI-SHOPPERSSTOP-814747@paytm,4894.57,UPI,Shopping
2026-03-07,UPI-BROKER RENT TRANSFER PVT LTD-719425@paytm,24080.36,UPI,Rent
2025-07-28,NEFT-MTNLDELHI INDIA-N48859,212.13,NEFT,Utilities & Bills
2025-12-20,UPI-WELLNESS FOREVER-417505@ibl,129.23,UPI,Health & Fitness
2025-07-25,POS 353947 MTNL D LTD NOIDA,236.33,POS,Utilities & Bills
